age,tenure_months,monthly_spend,support_tickets,late_payments,contract_type,has_autopay,uses_mobile_app,satisfaction_score,churn
65,53,73.02,1,1,month-to-month,0,1,6.5,0
73,47,49.03,2,1,month-to-month,1,1,7.2,1
24,64,58.83,1,0,month-to-month,0,0,3.9,0
69,47,31.99,1,1,two-year,0,0,8.0,0
21,28,42.44,2,1,month-to-month,1,0,9.4,0
45,30,53.17,1,1,month-to-month,1,0,8.1,1
52,38,92.03,2,1,month-to-month,0,1,5.9,0
38,7,50.93,3,0,month-to-month,0,1,5.7,1
26,54,79.08,1,1,one-year,0,1,7.6,1
29,47,53.16,3,2,one-year,0,1,6.8,1
65,53,70.45,2,0,month-to-month,1,1,7.9,0
36,39,61.89,1,0,one-year,0,0,8.2,0
35,57,84.21,4,3,month-to-month,0,1,9.1,1
71,69,53.23,1,0,one-year,1,1,5.1,0
26,42,30.4,0,1,one-year,0,0,7.5,0
71,32,34.6,1,0,month-to-month,1,1,6.4,0
71,8,53.3,1,0,one-year,1,0,6.9,0
52,57,37.52,1,0,one-year,1,1,8.7,0
27,66,74.02,1,0,month-to-month,0,0,8.9,0
27,51,54.75,2,0,two-year,1,1,9.6,0
34,63,117.24,3,0,two-year,1,1,7.9,1
51,63,26.77,2,0,month-to-month,0,1,6.9,1
26,58,69.48,1,2,one-year,1,1,6.6,0
44,37,40.19,1,0,one-year,0,1,4.0,0
24,8,54.15,0,0,month-to-month,0,0,9.5,0
49,1,68.11,5,0,month-to-month,1,0,6.5,1
19,15,15.0,0,0,two-year,1,1,8.0,0
59,32,70.21,1,0,one-year,0,0,8.3,0
21,54,106.86,1,1,month-to-month,1,0,4.9,1
29,33,55.02,0,1,month-to-month,1,0,5.4,1
28,2,70.72,0,0,month-to-month,0,1,9.9,0
66,16,87.55,0,0,two-year,0,1,7.6,0
21,71,61.39,0,0,one-year,0,0,6.1,0
42,72,52.22,1,1,month-to-month,1,1,6.9,0
52,28,15.0,3,1,two-year,0,1,9.1,0
47,58,79.1,1,2,one-year,0,0,8.8,0
57,52,62.51,2,1,month-to-month,0,1,4.5,1
64,68,42.72,0,2,month-to-month,0,0,10.0,0
40,64,67.79,2,1,one-year,0,1,8.8,0
66,46,52.16,3,1,month-to-month,1,0,6.8,0
36,29,53.37,0,0,month-to-month,1,0,5.0,0
75,46,78.34,0,0,one-year,1,0,9.0,0
47,23,35.56,2,1,two-year,1,0,8.0,1
60,26,88.04,1,0,month-to-month,1,0,4.5,1
68,44,34.25,1,1,two-year,1,1,6.7,0
63,42,50.42,2,0,two-year,0,0,10.0,0
67,42,107.3,0,0,month-to-month,1,0,7.1,0
49,28,89.8,1,0,month-to-month,1,1,5.8,0
20,30,67.15,0,1,one-year,1,1,5.3,0
46,1,44.31,1,0,one-year,1,1,10.0,0
28,44,53.36,1,1,month-to-month,0,1,8.6,0
69,42,66.61,1,1,one-year,1,0,9.6,0
31,68,65.83,0,1,one-year,1,1,7.5,0
31,37,63.0,1,0,one-year,0,1,9.4,0
32,34,64.32,1,1,one-year,1,1,5.6,0
55,5,60.28,0,0,month-to-month,1,1,7.4,0
51,15,33.28,2,1,month-to-month,0,0,7.6,0
73,25,53.64,0,0,month-to-month,1,1,9.6,0
42,28,85.12,3,0,two-year,0,1,7.7,0
34,27,34.9,1,0,two-year,0,1,6.0,0
20,29,60.83,0,1,one-year,0,0,7.2,0
18,56,46.97,1,1,month-to-month,1,0,4.1,0
39,10,67.45,1,0,one-year,0,1,2.9,1
71,24,56.45,0,0,month-to-month,0,1,8.6,0
48,12,97.5,1,1,month-to-month,1,1,6.4,0
69,23,76.14,1,0,month-to-month,0,1,6.6,1
23,50,36.14,1,1,one-year,1,0,8.6,0
23,4,79.77,0,0,month-to-month,0,1,9.6,0
66,25,47.96,1,0,one-year,0,1,8.1,0
24,2,52.31,1,1,two-year,1,1,10.0,0
21,69,71.9,0,0,one-year,1,1,8.0,0
41,53,54.18,0,1,month-to-month,0,1,7.6,0
71,18,84.64,2,0,two-year,1,1,7.5,0
57,15,47.96,1,0,one-year,1,1,4.8,1
23,8,51.38,1,0,month-to-month,1,1,8.8,0
66,35,50.56,2,0,one-year,0,1,2.7,1
66,55,52.56,0,0,two-year,1,0,6.0,0
64,43,89.18,0,0,month-to-month,0,1,7.1,0
70,64,78.83,0,0,month-to-month,0,1,5.7,0
31,25,102.62,2,2,month-to-month,1,1,6.3,1
74,21,114.89,2,0,month-to-month,1,0,10.0,0
36,35,42.32,0,3,one-year,1,0,9.1,0
64,15,66.55,1,0,month-to-month,0,0,5.9,0
51,71,39.12,2,0,month-to-month,0,1,6.3,0
63,14,47.89,5,1,month-to-month,1,0,4.8,1
54,35,51.14,3,0,month-to-month,1,1,8.4,1
55,38,41.74,2,0,month-to-month,1,0,6.7,0
53,5,41.86,3,0,one-year,0,0,3.6,1
63,34,61.83,4,0,month-to-month,1,1,7.3,0
60,33,38.23,1,0,month-to-month,1,1,7.9,0
25,19,83.53,1,1,two-year,0,1,8.8,0
65,10,44.81,2,1,two-year,1,1,7.0,0
49,4,126.81,0,1,month-to-month,1,0,6.4,1
36,1,55.07,0,0,month-to-month,1,1,10.0,0
47,35,66.58,2,0,month-to-month,0,0,7.1,0
74,7,36.5,1,0,month-to-month,1,0,8.4,1
67,70,102.53,1,0,month-to-month,0,1,6.1,1
66,18,89.63,0,0,two-year,1,1,8.3,0
44,47,71.53,0,0,one-year,1,1,4.5,1
63,49,35.37,1,0,month-to-month,0,0,6.3,0
40,36,69.63,2,0,two-year,0,1,4.9,0
57,64,40.33,0,0,month-to-month,0,1,6.0,0
55,8,97.17,0,0,month-to-month,0,1,9.4,0
32,17,82.8,1,1,month-to-month,1,0,6.0,0
33,19,67.1,2,0,month-to-month,0,1,8.4,1
21,10,15.0,0,0,two-year,1,1,9.8,0
26,22,43.36,0,2,month-to-month,1,0,7.1,1
43,23,80.13,2,0,one-year,0,1,8.9,0
45,56,91.68,4,0,month-to-month,0,1,8.1,1
27,22,89.4,3,0,two-year,1,1,7.3,1
42,64,29.98,0,1,one-year,1,1,8.5,0
53,56,71.63,2,1,month-to-month,0,1,10.0,0
31,65,87.34,2,0,month-to-month,1,1,6.0,0
37,8,28.52,3,1,two-year,1,1,5.4,0
39,71,64.83,1,1,month-to-month,1,1,5.3,0
47,45,71.02,0,1,month-to-month,1,1,8.9,0
39,71,58.38,1,0,two-year,1,1,9.1,0
60,26,24.25,0,1,month-to-month,0,1,6.1,1
36,69,57.83,2,0,month-to-month,1,0,3.3,0
43,43,57.8,2,1,month-to-month,1,0,5.9,0
40,6,61.74,0,1,month-to-month,0,0,8.1,0
28,30,52.6,0,0,month-to-month,1,0,7.0,0
57,10,55.25,1,0,month-to-month,0,0,7.4,0
31,68,64.13,0,0,month-to-month,0,1,6.2,0
35,22,74.73,0,1,month-to-month,0,0,8.9,0
63,17,58.3,4,0,month-to-month,0,0,7.7,1
73,40,55.99,0,0,two-year,0,1,8.2,0
56,31,67.03,1,0,one-year,0,1,7.4,0
71,7,22.74,1,0,month-to-month,0,1,8.0,0
67,59,75.49,1,1,month-to-month,1,1,7.9,1
45,61,64.99,3,1,one-year,0,0,5.4,0
62,54,65.87,1,0,month-to-month,0,1,7.8,0
37,45,86.14,2,0,month-to-month,1,1,8.5,0
44,29,22.04,2,1,one-year,0,1,9.2,0
49,40,21.58,1,0,month-to-month,1,0,7.8,0
73,38,71.02,1,0,one-year,1,1,5.4,1
67,12,64.84,0,2,two-year,0,0,5.6,0
46,6,68.74,2,0,one-year,1,1,6.3,1
55,19,54.83,1,1,month-to-month,1,1,7.4,0
29,33,79.62,2,0,month-to-month,1,1,6.9,0
64,12,85.52,2,0,month-to-month,0,1,5.1,0
50,8,75.65,2,0,one-year,1,1,5.1,1
48,62,59.26,0,0,two-year,0,0,3.3,0
62,27,18.63,1,0,two-year,0,1,1.5,0
54,43,81.92,1,0,month-to-month,0,1,6.9,0
22,38,91.88,1,1,one-year,0,0,10.0,1
34,53,79.18,2,1,month-to-month,0,0,10.0,0
28,54,45.65,0,0,one-year,1,1,5.3,0
60,22,79.82,1,1,month-to-month,0,0,7.4,0
20,62,83.93,1,0,month-to-month,1,1,4.5,1
29,27,99.29,2,0,month-to-month,1,1,4.7,1
52,61,45.73,0,1,two-year,1,1,4.9,0
58,30,60.02,1,1,month-to-month,0,0,6.7,0
47,8,81.44,1,0,month-to-month,1,0,6.8,0
67,55,66.26,0,0,month-to-month,0,1,7.6,0
71,3,40.42,0,0,month-to-month,1,1,8.3,0
25,56,74.12,2,0,two-year,1,0,6.5,0
73,4,77.73,1,1,month-to-month,1,1,7.2,1
53,15,66.94,1,0,month-to-month,0,1,5.1,1
54,44,69.83,3,1,one-year,1,1,4.7,1
23,68,59.31,0,0,month-to-month,1,1,4.4,0
54,30,97.52,3,0,month-to-month,1,1,8.3,1
60,9,45.18,0,0,month-to-month,1,1,6.5,1
51,17,52.08,2,0,month-to-month,0,0,3.7,1
22,65,65.24,2,1,month-to-month,1,1,7.0,0
48,53,84.34,1,1,month-to-month,1,1,4.9,0
72,8,32.06,0,0,month-to-month,0,1,10.0,0
59,28,36.17,0,1,one-year,1,1,6.1,0
25,20,20.17,3,0,two-year,1,1,8.3,0
73,13,65.72,3,0,two-year,0,1,9.1,0
73,61,40.4,2,2,month-to-month,0,1,5.4,1
27,45,56.54,2,1,month-to-month,0,1,7.2,0
64,13,79.55,1,0,two-year,1,1,8.1,0
41,47,50.89,2,1,one-year,1,1,7.3,0
52,30,70.09,0,0,month-to-month,1,1,7.7,0
43,5,58.41,1,1,month-to-month,1,1,4.7,1
63,33,79.79,1,1,month-to-month,1,0,8.1,1
75,14,75.45,1,0,month-to-month,0,0,6.2,1
64,18,49.78,1,0,month-to-month,0,1,7.7,0
72,64,61.29,2,1,month-to-month,1,0,8.8,0
72,52,87.96,1,0,two-year,1,0,8.3,0
23,10,73.65,1,2,one-year,0,1,7.7,0
32,62,34.27,1,0,one-year,1,1,8.3,0
59,42,79.42,1,0,month-to-month,1,0,8.3,0
52,63,41.14,0,0,one-year,1,1,9.8,0
20,54,96.08,0,2,one-year,0,1,7.0,0
23,25,87.53,0,0,month-to-month,0,1,7.4,1
48,39,71.38,1,0,one-year,1,1,8.8,0
53,39,68.46,1,0,one-year,1,0,6.2,0
27,52,60.4,0,0,one-year,0,1,4.7,0
27,18,79.93,1,0,month-to-month,1,1,8.0,0
25,24,56.84,3,0,two-year,0,1,6.7,0
50,18,70.18,0,1,month-to-month,1,1,4.9,1
18,22,84.18,3,2,month-to-month,0,0,8.0,1
51,12,52.64,1,1,month-to-month,0,0,9.7,0
45,3,51.44,0,0,month-to-month,0,0,4.2,1
45,68,38.72,1,0,month-to-month,1,1,8.9,0
57,6,41.58,1,0,month-to-month,0,1,2.5,1
48,64,24.78,1,0,one-year,1,1,6.4,0
60,1,81.06,1,1,month-to-month,1,1,10.0,0
62,56,104.8,1,3,two-year,1,0,6.5,0
71,24,96.36,1,3,month-to-month,0,1,7.3,1
64,38,29.23,0,0,one-year,1,1,8.5,0
48,21,80.95,0,1,two-year,0,1,4.0,0
46,36,96.29,0,0,one-year,1,0,7.2,1
31,33,54.95,0,0,one-year,1,1,7.2,0
52,39,67.23,2,0,one-year,1,0,10.0,0
26,29,20.83,1,0,month-to-month,0,0,4.9,1
72,39,70.87,0,3,month-to-month,1,0,6.4,0
67,60,41.6,1,0,month-to-month,1,1,5.4,0
24,32,69.39,0,0,month-to-month,1,1,5.2,1
63,27,30.65,4,0,month-to-month,1,1,9.1,0
24,10,76.94,0,0,month-to-month,1,0,7.1,0
59,26,87.54,1,2,two-year,1,0,6.1,1
23,10,47.77,0,0,two-year,1,1,6.2,0
46,14,39.99,0,0,one-year,0,1,6.1,0
56,69,17.57,1,0,one-year,1,1,6.2,0
60,7,59.14,0,0,month-to-month,1,1,4.8,0
42,35,52.2,1,0,month-to-month,1,1,6.6,0
71,61,30.88,1,0,one-year,1,1,6.5,0
62,69,74.97,1,0,one-year,0,0,5.7,0
30,11,55.1,1,1,month-to-month,1,1,7.4,1
56,12,41.33,0,0,month-to-month,1,1,7.5,0
60,27,52.8,1,0,month-to-month,0,1,6.1,0
37,40,88.57,0,0,month-to-month,1,1,6.8,0
60,70,78.26,1,0,month-to-month,0,0,10.0,0
70,15,62.14,2,2,month-to-month,0,1,10.0,1
65,12,78.62,1,0,one-year,1,1,5.2,0
62,19,39.46,1,0,two-year,1,1,5.5,0
54,63,65.71,0,0,month-to-month,1,1,5.2,0
33,3,68.24,1,0,one-year,1,1,9.0,0
64,28,54.66,4,1,one-year,1,1,6.4,1
39,9,74.58,2,0,month-to-month,1,1,7.5,1
48,12,47.83,2,0,one-year,1,1,10.0,0
36,67,76.22,1,0,month-to-month,1,1,7.1,1
36,1,77.14,2,1,one-year,1,1,8.4,0
27,24,15.0,2,0,month-to-month,0,1,8.0,0
73,66,91.19,2,0,two-year,0,0,6.0,0
26,44,15.0,0,1,two-year,1,1,9.0,0
23,6,51.45,0,0,month-to-month,0,1,5.6,1
72,34,87.56,1,0,month-to-month,1,1,9.5,0
50,70,58.02,3,0,month-to-month,0,0,6.0,0
43,29,32.74,2,1,one-year,0,1,6.2,0
60,39,40.94,3,0,one-year,0,0,5.1,0
40,39,87.59,1,0,month-to-month,1,1,5.4,1
25,48,22.73,1,0,one-year,1,0,6.3,0
60,14,89.84,1,0,month-to-month,0,1,2.7,1
28,61,63.79,2,1,month-to-month,1,1,6.7,0
50,72,38.77,1,0,month-to-month,1,1,6.2,0
73,11,52.17,1,0,month-to-month,0,1,8.5,1
72,59,42.62,0,1,month-to-month,0,0,7.9,0
38,59,84.06,1,0,month-to-month,0,0,5.8,0
63,54,81.11,1,0,month-to-month,0,1,6.3,1
53,27,27.18,1,0,two-year,0,1,6.7,0
45,34,56.12,0,1,month-to-month,1,1,9.8,0
26,61,46.01,1,0,two-year,0,1,5.6,0
39,12,93.46,2,0,one-year,0,1,5.8,1
55,60,35.3,1,1,one-year,0,1,5.1,0
75,67,100.29,0,0,month-to-month,1,1,4.4,1
18,50,64.27,0,0,one-year,1,0,7.7,0
59,25,39.44,2,2,month-to-month,0,0,7.5,0
67,41,50.1,0,2,month-to-month,1,0,9.4,0
73,4,47.36,1,0,month-to-month,1,1,9.0,0
42,68,36.96,3,0,month-to-month,0,0,10.0,0
24,25,67.09,2,0,two-year,1,1,7.0,1
33,5,37.99,1,0,two-year,1,1,6.6,1
67,58,17.03,3,0,one-year,1,1,4.8,0
68,48,56.65,1,1,month-to-month,1,0,8.4,0
54,45,25.34,2,1,two-year,0,1,7.3,0
25,4,48.45,0,0,one-year,1,0,8.3,0
25,55,45.0,2,1,month-to-month,1,1,5.0,1
45,46,45.83,4,0,month-to-month,1,0,7.7,0
52,58,109.02,1,0,one-year,1,0,7.5,1
19,60,66.24,1,1,month-to-month,1,0,7.4,1
57,16,70.4,4,0,month-to-month,1,1,5.9,1
49,16,25.92,1,0,one-year,1,1,9.2,0
18,67,50.61,0,0,month-to-month,1,0,10.0,1
23,39,69.74,3,0,month-to-month,1,1,5.1,0
44,32,42.46,1,0,month-to-month,1,1,8.4,0
59,21,84.98,0,0,one-year,1,0,1.9,0
65,47,38.54,1,0,two-year,1,1,8.3,0
43,55,58.7,0,1,one-year,1,0,3.7,0
35,1,52.11,0,0,one-year,1,1,6.2,0
74,40,68.62,1,0,one-year,1,0,4.7,0
44,72,50.91,1,0,one-year,0,1,6.7,0
36,21,59.04,1,1,month-to-month,1,1,8.6,0
43,21,59.81,1,0,month-to-month,0,0,3.8,1
18,64,48.84,0,0,one-year,0,1,6.5,0
35,5,75.67,1,0,one-year,1,1,6.2,1
47,29,70.24,1,0,month-to-month,1,1,9.9,0
71,33,63.05,1,0,two-year,1,1,7.9,0
60,58,55.53,2,1,one-year,1,1,5.0,1
63,10,82.52,0,1,month-to-month,1,1,6.3,0
49,32,59.81,0,0,month-to-month,1,0,9.9,0
24,11,58.25,1,2,month-to-month,0,1,8.4,0
40,57,67.3,4,1,month-to-month,1,1,5.4,1
75,46,102.32,2,0,month-to-month,0,1,6.6,1
20,36,35.51,4,0,month-to-month,0,1,6.7,0
68,29,81.94,3,0,month-to-month,1,1,6.1,1
57,12,23.35,0,0,month-to-month,0,0,4.0,0
34,67,69.78,0,0,one-year,0,0,5.9,0
63,47,99.65,0,0,one-year,1,1,9.6,0
66,23,75.75,1,2,month-to-month,1,0,6.4,1
20,30,68.75,3,0,month-to-month,1,1,6.9,0
24,53,52.67,1,0,month-to-month,1,1,7.4,1
56,52,65.68,1,1,month-to-month,1,0,10.0,0
75,34,59.45,0,0,month-to-month,1,1,7.1,0
19,22,47.71,0,0,month-to-month,1,1,9.1,0
56,48,58.62,1,0,month-to-month,0,0,6.0,0
25,48,69.36,3,2,two-year,1,1,6.6,0
55,44,48.12,0,0,month-to-month,1,1,7.1,0
54,6,47.26,1,0,one-year,1,1,5.7,0
23,35,35.07,1,0,month-to-month,0,0,6.7,0
57,45,73.6,1,2,month-to-month,0,0,8.7,1
70,69,77.0,1,0,two-year,1,0,5.7,0
68,38,70.1,1,0,month-to-month,0,1,7.1,0
19,25,86.23,2,0,one-year,1,0,8.4,0
32,41,66.93,0,0,two-year,0,1,5.6,0
31,13,73.62,1,1,one-year,1,1,9.1,0
44,7,71.68,0,0,month-to-month,1,1,7.2,0
26,49,62.99,2,1,month-to-month,0,0,6.8,1
67,72,53.32,1,0,month-to-month,0,1,3.5,1
63,61,113.71,1,0,month-to-month,0,1,6.4,1
64,43,55.06,2,0,month-to-month,1,1,7.8,0
29,3,50.35,0,1,two-year,0,1,10.0,0
18,72,74.55,2,0,one-year,1,0,8.1,0
70,33,70.54,3,0,month-to-month,0,0,9.1,1
34,21,34.09,2,0,month-to-month,0,1,4.9,0
56,65,89.7,1,0,one-year,1,0,6.9,0
70,54,62.93,0,1,two-year,1,1,9.3,0
20,54,40.56,1,0,month-to-month,1,0,5.5,0
18,20,91.15,0,1,month-to-month,1,1,8.8,0
18,72,78.76,0,0,two-year,1,1,8.4,0
27,33,37.18,2,0,two-year,1,1,7.6,0
20,39,104.1,0,0,two-year,0,1,6.5,0
65,55,79.49,2,0,month-to-month,1,1,5.3,1
53,48,64.78,2,1,month-to-month,1,1,10.0,1
74,13,99.98,2,0,month-to-month,0,0,8.2,1
64,22,68.5,2,0,month-to-month,1,1,7.7,0
73,27,64.38,3,1,two-year,1,1,6.4,0
31,69,50.47,1,1,month-to-month,0,1,7.2,0
34,52,77.8,0,0,one-year,0,1,7.4,0
67,27,75.49,2,0,two-year,1,1,7.8,1
32,53,65.32,1,0,two-year,1,1,8.4,0
21,54,47.62,1,0,one-year,1,0,5.7,0
56,29,67.86,0,1,two-year,0,1,4.5,0
64,30,63.46,1,0,month-to-month,0,0,7.3,0
74,65,35.66,1,0,month-to-month,0,1,4.0,1
71,41,32.62,2,0,month-to-month,0,1,6.5,0
24,11,77.43,0,0,two-year,1,1,6.2,0
62,52,15.0,0,0,two-year,1,0,8.0,0
67,43,69.52,2,0,month-to-month,0,0,10.0,1
58,37,54.48,1,0,month-to-month,0,1,3.6,1
65,53,93.78,2,0,month-to-month,1,1,10.0,0
66,66,54.14,2,0,month-to-month,0,1,6.7,0
43,24,79.51,0,0,one-year,1,1,7.7,0
20,31,56.27,0,0,month-to-month,0,0,4.6,0
44,14,67.5,1,1,one-year,1,1,8.9,1
29,47,81.21,3,1,one-year,0,1,7.2,0
24,29,54.82,0,0,month-to-month,1,0,7.0,0
25,25,86.92,1,0,month-to-month,0,0,3.6,1
58,51,43.14,4,0,two-year,0,0,7.2,0
47,30,71.48,2,1,one-year,1,1,8.6,0
49,34,85.3,0,0,month-to-month,0,1,6.7,0
61,32,79.52,0,1,month-to-month,0,1,9.2,1
49,19,107.16,1,0,two-year,0,1,9.1,0
54,10,48.2,3,1,one-year,1,1,5.9,1
22,60,34.66,1,0,one-year,0,1,10.0,0
67,7,43.12,2,2,one-year,1,1,7.2,0
44,24,79.53,0,0,two-year,0,1,7.2,0
27,49,75.95,0,1,month-to-month,1,1,7.3,0
65,10,67.25,2,0,one-year,0,1,7.2,0
60,48,40.29,0,0,month-to-month,1,1,2.4,0
21,53,81.87,1,2,one-year,1,1,6.8,0
29,48,38.06,4,0,two-year,1,0,4.6,0
18,22,90.5,1,0,two-year,1,0,10.0,0
33,2,127.86,0,0,month-to-month,1,1,10.0,0
23,64,73.06,1,1,one-year,1,1,8.6,0
59,24,77.83,3,0,two-year,0,1,6.7,0
48,58,54.16,2,1,two-year,1,1,5.3,0
74,15,25.18,3,1,one-year,1,1,5.9,0
61,12,51.74,0,1,month-to-month,0,0,10.0,1
53,57,40.96,1,0,month-to-month,0,1,5.9,0
47,68,33.17,0,0,two-year,0,1,2.9,0
21,62,102.89,1,0,one-year,0,0,9.0,0
22,55,71.0,0,0,one-year,0,1,9.8,0
53,18,73.35,1,0,one-year,0,1,10.0,0
18,66,58.2,1,0,month-to-month,0,1,9.0,0
20,49,61.2,1,1,month-to-month,0,0,9.3,0
30,13,86.22,1,1,one-year,1,1,7.2,1
69,10,64.29,1,0,month-to-month,0,1,3.4,0
44,63,76.68,0,1,one-year,0,0,7.2,0
59,20,60.69,3,0,one-year,0,1,8.2,0
41,56,57.47,0,0,one-year,0,0,6.9,0
28,10,34.05,2,1,month-to-month,1,1,6.8,0
39,21,21.49,2,0,one-year,1,1,5.4,0
23,21,59.25,1,1,month-to-month,0,1,5.3,1
62,21,66.24,0,2,month-to-month,0,0,10.0,0
28,49,36.71,1,2,month-to-month,0,1,10.0,0
39,66,64.24,3,2,month-to-month,0,1,7.1,0
74,66,66.18,0,0,two-year,0,0,7.6,0
52,54,17.57,1,1,two-year,0,1,5.3,0
44,15,44.87,3,0,month-to-month,1,0,8.3,0
49,70,73.96,1,0,one-year,0,1,10.0,0
63,40,73.52,1,0,month-to-month,1,1,4.3,0
32,40,39.62,0,1,one-year,1,0,7.9,0
54,51,68.49,2,1,two-year,1,0,8.1,0
68,56,87.49,0,0,one-year,1,1,8.0,0
51,69,82.1,1,1,month-to-month,1,0,10.0,0
43,42,62.9,0,2,month-to-month,1,0,10.0,0
26,44,54.7,1,1,month-to-month,0,0,6.7,1
32,54,51.15,1,0,two-year,0,1,8.3,0
72,19,75.29,0,1,one-year,1,1,7.3,0
49,23,69.29,0,0,month-to-month,0,1,6.0,0
35,46,78.85,0,0,month-to-month,1,1,7.6,0
42,5,67.9,0,0,two-year,1,1,8.3,0
51,24,83.01,1,1,month-to-month,1,1,7.5,0
49,52,67.08,2,0,one-year,0,1,5.5,0
58,71,82.26,2,0,one-year,0,1,6.3,0
32,38,84.16,0,1,month-to-month,0,1,6.3,1
55,29,47.3,1,0,month-to-month,0,1,5.6,0
43,32,25.22,1,0,month-to-month,0,1,7.7,0
72,50,98.96,1,0,month-to-month,0,0,7.9,0
27,40,70.65,1,1,one-year,0,0,8.9,0
26,2,27.28,1,0,one-year,1,1,5.6,0
44,39,49.3,0,1,month-to-month,1,1,6.1,0
47,29,81.98,4,0,month-to-month,1,0,9.9,0
58,51,58.85,1,0,month-to-month,0,1,6.8,1
41,64,53.73,1,0,month-to-month,1,0,7.2,0
70,70,95.82,2,1,one-year,1,1,6.8,0
45,44,41.96,2,2,one-year,0,1,9.1,0
25,27,47.44,0,0,one-year,0,1,9.2,1
24,32,69.65,0,1,month-to-month,1,0,9.1,0
74,13,73.59,2,1,one-year,1,0,7.1,0
25,68,75.92,1,1,month-to-month,1,0,5.5,0
72,62,85.05,1,2,two-year,1,1,10.0,0
34,62,69.37,2,0,one-year,0,0,8.6,0
23,24,75.77,0,0,two-year,0,1,6.3,0
35,24,59.3,3,0,month-to-month,1,1,9.7,0
53,62,66.38,1,1,month-to-month,1,0,6.1,0
42,40,67.37,1,0,one-year,1,1,9.6,0
63,51,69.73,1,0,month-to-month,1,0,9.8,0
53,36,82.0,0,1,one-year,1,1,5.4,0
41,32,77.21,1,0,month-to-month,0,1,8.1,1
54,46,65.97,2,1,two-year,1,1,8.5,1
74,59,47.2,0,0,month-to-month,0,0,10.0,0
41,25,66.49,1,0,two-year,1,1,5.8,0
26,59,64.38,3,0,month-to-month,0,0,9.7,0
41,18,69.25,1,1,month-to-month,1,1,7.1,0
66,30,113.54,1,0,month-to-month,1,0,4.9,1
30,66,53.48,1,2,month-to-month,0,1,6.9,0
73,69,74.29,0,0,two-year,0,1,7.1,0
52,67,88.51,1,0,two-year,1,0,5.2,0
52,23,67.16,2,1,two-year,1,0,7.7,1
36,61,116.43,0,0,two-year,0,1,8.8,0
71,68,56.68,0,1,one-year,0,1,7.5,0
20,71,72.13,0,1,month-to-month,0,1,6.1,0
35,2,47.43,1,0,two-year,1,0,6.8,1
42,54,57.27,1,1,month-to-month,1,1,7.1,0
45,72,70.48,0,0,one-year,1,0,7.5,0
45,56,83.62,2,1,month-to-month,1,0,9.1,0
26,17,72.02,2,0,one-year,0,0,7.6,0
31,55,92.7,1,0,month-to-month,0,1,4.6,0
23,8,62.91,2,0,month-to-month,1,1,6.1,1
51,35,57.69,2,0,month-to-month,0,0,7.4,1
38,46,124.49,0,0,month-to-month,0,1,9.1,1
50,33,73.67,2,1,month-to-month,0,1,9.4,0
52,51,49.17,1,0,month-to-month,1,1,10.0,0
58,18,49.73,0,0,month-to-month,1,0,7.3,0
49,44,44.26,2,1,one-year,1,0,8.5,0
55,47,85.6,0,0,month-to-month,1,1,4.5,1
52,46,56.98,1,0,one-year,1,0,7.9,0
55,21,67.8,1,0,month-to-month,1,1,5.2,1
53,22,63.6,0,0,one-year,1,1,7.0,0
36,19,81.09,1,2,month-to-month,1,0,10.0,1
32,34,46.37,1,1,month-to-month,0,0,7.6,1
63,43,41.34,3,0,one-year,0,0,5.5,0
37,27,69.93,2,1,one-year,1,0,7.8,0
49,30,78.22,0,1,month-to-month,0,1,6.2,0
29,21,72.32,1,0,month-to-month,1,1,5.4,0
43,16,47.19,2,0,month-to-month,1,1,10.0,0
48,48,79.9,2,0,month-to-month,0,0,9.0,0
54,59,48.64,1,1,month-to-month,1,0,7.7,0
48,21,53.53,2,0,one-year,1,1,6.4,1
38,62,44.23,1,0,month-to-month,1,1,6.5,0
73,42,93.63,1,1,one-year,1,1,9.9,0
47,13,78.94,4,0,month-to-month,0,1,7.7,1
64,27,78.31,3,0,month-to-month,1,0,1.6,1
60,1,92.44,1,0,month-to-month,1,1,10.0,0
50,3,126.88,2,0,month-to-month,1,1,7.4,0
69,25,27.4,0,0,month-to-month,1,0,7.7,0
25,33,48.76,2,0,one-year,1,1,9.1,0
71,58,51.44,1,0,one-year,0,1,7.9,0
67,10,46.28,4,0,month-to-month,0,1,8.4,0
47,61,41.29,1,0,month-to-month,1,1,6.3,0
60,17,58.41,0,1,two-year,0,1,4.9,0
48,10,38.23,0,0,month-to-month,1,1,7.6,0
33,51,72.37,2,0,month-to-month,1,1,9.7,0
64,56,66.14,2,0,two-year,1,1,5.9,0
32,44,75.58,0,1,month-to-month,1,1,5.8,0
36,9,76.17,0,0,month-to-month,0,1,9.3,1
48,9,78.27,1,2,month-to-month,0,0,6.3,1
66,29,56.79,1,0,one-year,1,1,6.4,0
40,33,111.67,3,0,month-to-month,1,1,6.4,0
46,72,70.16,2,1,one-year,0,0,7.0,0
20,21,24.03,0,1,month-to-month,1,1,4.3,0
24,14,42.95,0,0,month-to-month,1,1,6.1,0
21,69,26.71,0,0,month-to-month,0,0,7.5,0
22,12,65.38,1,0,one-year,0,1,7.5,0
68,2,62.32,0,0,month-to-month,0,1,9.2,0
66,31,54.69,1,1,one-year,1,0,10.0,0
65,29,109.24,1,0,month-to-month,1,0,9.8,0
21,45,77.08,0,1,month-to-month,1,1,8.7,0
22,64,80.97,0,1,month-to-month,0,1,6.8,1
